Timestamp (ms),Latitude (deg),Longitude (deg),Altitude (m),Yaw (deg),Pitch (deg),Roll (deg)
471400,42.2686269447356,-5.31799925277933,830,0,0,0
471500,42.2686356881127,-5.31799637145477,830,0,0,0
471600,42.2686444357524,-5.31799351367904,830,0,0,0
471700,42.2686531876196,-5.31799067946359,830,0,0,0
471800,42.2686619436794,-5.31798786881976,830,0,0,0
471900,42.2686707038966,-5.31798508175879,830,0,0,0
472000,42.2686794682363,-5.31798231829185,830,0,0,0
472100,42.2686882366634,-5.31797957843001,830,0,0,0
472200,42.2686970091429,-5.31797686218422,830,0,0,0
472300,42.2687057856396,-5.31797416956537,830,0,0,0
472400,42.2687145661184,-5.31797150058423,830,0,0,0
472500,42.2687233505443,-5.3179688552515,830,0,0,0
472600,42.268732138882,-5.31796623357774,830,0,0,0
472700,42.2687409310965,-5.31796363557348,830,0,0,0
472800,42.2687497271526,-5.3179610612491,830,0,0,0
472900,42.2687585270151,-5.31795851061492,830,0,0,0
473000,42.2687673306487,-5.31795598368114,830,0,0,0
473100,42.2687761380183,-5.31795348045789,830,0,0,0
473200,42.2687849490887,-5.31795100095518,830,0,0,0
473300,42.2687937638245,-5.31794854518294,830,0,0,0
473400,42.2688025821907,-5.31794611315101,830,0,0,0
473500,42.2688114041518,-5.31794370486912,830,0,0,0
473600,42.2688202296725,-5.31794132034692,830,0,0,0
473700,42.2688290587177,-5.31793895959395,830,0,0,0
473800,42.2688378912519,-5.31793662261967,830,0,0,0
473900,42.2688467272399,-5.31793430943342,830,0,0,0
474000,42.2688555666463,-5.31793202004449,830,0,0,0
474100,42.2688644094357,-5.31792975446203,830,0,0,0
474200,42.2688732555728,-5.31792751269511,830,0,0,0
474300,42.2688821050222,-5.31792529475272,830,0,0,0
474400,42.2688909577485,-5.31792310064372,830,0,0,0
474500,42.2688998137163,-5.31792093037692,830,0,0,0
474600,42.2689086728902,-5.317918783961,830,0,0,0
474700,42.2689175352346,-5.31791666140455,830,0,0,0
474800,42.2689264007143,-5.31791456271608,830,0,0,0
474900,42.2689352692937,-5.31791248790399,830,0,0,0
475000,42.2689441409373,-5.31791043697658,830,0,0,0
475100,42.2689530156097,-5.31790840994208,830,0,0,0
475200,42.2689618932754,-5.3179064068086,830,0,0,0
475300,42.2689707738988,-5.31790442758416,830,0,0,0
475400,42.2689796574444,-5.31790247227668,830,0,0,0
475500,42.2689885438768,-5.31790054089401,830,0,0,0
475600,42.2689974331603,-5.31789863344388,830,0,0,0
475700,42.2690063252594,-5.31789674993392,830,0,0,0
475800,42.2690152201385,-5.31789489037168,830,0,0,0
475900,42.2690241177621,-5.3178930547646,830,0,0,0
476000,42.2690330180946,-5.31789124312005,830,0,0,0
476100,42.2690419211003,-5.31788945544527,830,0,0,0
476200,42.2690508267437,-5.31788769174742,830,0,0,0
476300,42.2690597349891,-5.31788595203358,830,0,0,0
476400,42.2690686458009,-5.31788423631071,830,0,0,0
476500,42.2690775591435,-5.31788254458568,830,0,0,0
476600,42.2690864749812,-5.31788087686527,830,0,0,0
476700,42.2690953932783,-5.31787923315616,830,0,0,0
476800,42.2691043139992,-5.31787761346493,830,0,0,0
476900,42.2691132371082,-5.31787601779808,830,0,0,0
477000,42.2691221625696,-5.317874446162,830,0,0,0
477100,42.2691310903477,-5.31787289856297,830,0,0,0
477200,42.2691400204067,-5.31787137500722,830,0,0,0
477300,42.2691489527111,-5.31786987550082,830,0,0,0
477400,42.269157887225,-5.31786840004981,830,0,0,0
477500,42.2691668239127,-5.31786694866008,830,0,0,0
477600,42.2691757627384,-5.31786552133746,830,0,0,0
477700,42.2691847036665,-5.31786411808766,830,0,0,0
477800,42.269193646661,-5.3178627389163,830,0,0,0
477900,42.2692025916864,-5.31786138382892,830,0,0,0
478000,42.2692115387067,-5.31786005283093,830,0,0,0
478100,42.2692204876863,-5.31785874592769,830,0,0,0
478200,42.2692294385892,-5.31785746312442,830,0,0,0
478300,42.2692383913798,-5.31785620442626,830,0,0,0
478400,42.2692473460222,-5.31785496983827,830,0,0,0
478500,42.2692563024805,-5.31785375936539,830,0,0,0
478600,42.269265260719,-5.31785257301246,830,0,0,0
478700,42.2692742207018,-5.31785141078426,830,0,0,0
478800,42.2692831823931,-5.31785027268543,830,0,0,0
478900,42.269292145757,-5.31784915872054,830,0,0,0
479000,42.2693011107577,-5.31784806889405,830,0,0,0
479100,42.2693100773593,-5.31784700321034,830,0,0,0
479200,42.269319045526,-5.31784596167367,830,0,0,0
479300,42.2693280152219,-5.31784494428823,830,0,0,0
479400,42.269336986411,-5.31784395105809,830,0,0,0
479500,42.2693459590576,-5.31784298198723,830,0,0,0
479600,42.2693549331258,-5.31784203707955,830,0,0,0
479700,42.2693639085795,-5.31784111633883,830,0,0,0
479800,42.269372885383,-5.31784021976877,830,0,0,0
479900,42.2693818635004,-5.31783934737296,830,0,0,0
480000,42.2693908428956,-5.3178384991549,830,0,0,0
480100,42.2693998235328,-5.31783767511799,830,0,0,0
480200,42.2694088053761,-5.31783687526555,830,0,0,0
480300,42.2694177883896,-5.31783609960078,830,0,0,0
480400,42.2694267725373,-5.31783534812679,830,0,0,0
480500,42.2694357577833,-5.31783462084661,830,0,0,0
480600,42.2694447440916,-5.31783391776314,830,0,0,0
480700,42.2694537314263,-5.31783323887921,830,0,0,0
480800,42.2694627197514,-5.31783258419756,830,0,0,0
480900,42.2694717090311,-5.3178319537208,830,0,0,0
481000,42.2694806992293,-5.31783134745146,830,0,0,0
481100,42.2694896903101,-5.317830765392,830,0,0,0
481200,42.2694986822375,-5.31783020754474,830,0,0,0
481300,42.2695076749755,-5.31782967391192,830,0,0,0
481400,42.2695166684882,-5.31782916449569,830,0,0,0
481500,42.2695256627397,-5.3178286792981,830,0,0,0
481600,42.2695346576938,-5.31782821832109,830,0,0,0
481700,42.2695436533147,-5.31782778156654,830,0,0,0
481800,42.2695526495664,-5.31782736903618,830,0,0,0
481900,42.2695616464128,-5.31782698073168,830,0,0,0
482000,42.269570643818,-5.3178266166546,830,0,0,0
482100,42.2695796417461,-5.31782627680642,830,0,0,0
482200,42.2695886401609,-5.3178259611885,830,0,0,0
482300,42.2695976390266,-5.31782566980211,830,0,0,0
482400,42.2696066383071,-5.31782540264843,830,0,0,0
482500,42.2696156379664,-5.31782515972854,830,0,0,0
482600,42.2696246379685,-5.31782494104342,830,0,0,0
482700,42.2696336382775,-5.31782474659395,830,0,0,0
482800,42.2696426388573,-5.31782457638093,830,0,0,0
482900,42.2696516396719,-5.31782443040504,830,0,0,0
483000,42.2696606406854,-5.31782430866688,830,0,0,0
483100,42.2696696418616,-5.31782421116695,830,0,0,0
483200,42.2696786431647,-5.31782413790565,830,0,0,0
483300,42.2696876445586,-5.31782408888327,830,0,0,0
483400,42.2696966460073,-5.31782406410003,830,0,0,0
483500,42.2697056474748,-5.31782406355604,830,0,0,0
483600,42.2697146489251,-5.3178240872513,830,0,0,0
483700,42.2697236503221,-5.31782413518574,830,0,0,0
483800,42.26973265163,-5.31782420735918,830,0,0,0
483900,42.2697416528126,-5.31782430377132,830,0,0,0
484000,42.269750653834,-5.31782442442181,830,0,0,0
484100,42.2697596546581,-5.31782456931016,830,0,0,0
484200,42.269768655249,-5.31782473843581,830,0,0,0
484300,42.2697776555707,-5.31782493179809,830,0,0,0
484400,42.2697866555871,-5.31782514939624,830,0,0,0
484500,42.2697956552623,-5.31782539122939,830,0,0,0
484600,42.2698046545603,-5.3178256572966,830,0,0,0
484700,42.269813653445,-5.31782594759681,830,0,0,0
484800,42.2698226518805,-5.31782626212886,830,0,0,0
484900,42.2698316498307,-5.31782660089151,830,0,0,0
485000,42.2698406472597,-5.31782696388341,830,0,0,0
485100,42.2698496441316,-5.31782735110313,830,0,0,0
485200,42.2698586404102,-5.31782776254912,830,0,0,0
485300,42.2698676360596,-5.31782819821975,830,0,0,0
485400,42.2698766310439,-5.31782865811328,830,0,0,0
485500,42.269885625327,-5.31782914222789,830,0,0,0
485600,42.269894618873,-5.31782965056165,830,0,0,0
485700,42.2699036116459,-5.31783018311254,830,0,0,0
485800,42.2699126036098,-5.31783073987844,830,0,0,0
485900,42.2699215947286,-5.31783132085712,830,0,0,0
486000,42.2699305849664,-5.31783192604629,830,0,0,0
486100,42.2699395742872,-5.31783255544352,830,0,0,0
486200,42.2699485626551,-5.31783320904631,830,0,0,0
486300,42.2699575500341,-5.31783388685205,830,0,0,0
486400,42.2699665363883,-5.31783458885805,830,0,0,0
486500,42.2699755216818,-5.31783531506151,830,0,0,0
486600,42.2699845058785,-5.31783606545952,830,0,0,0
486700,42.2699934889426,-5.31783684004911,830,0,0,0
486800,42.2700024708381,-5.31783763882718,830,0,0,0
486900,42.2700114515291,-5.31783846179055,830,0,0,0
487000,42.2700204309796,-5.31783930893594,830,0,0,0
487100,42.2700294091538,-5.31784018025996,830,0,0,0
487200,42.2700383860158,-5.31784107575915,830,0,0,0
487300,42.2700473615295,-5.31784199542992,830,0,0,0
487400,42.2700563356592,-5.31784293926862,830,0,0,0
487500,42.2700653083689,-5.31784390727148,830,0,0,0
487600,42.2700742796228,-5.31784489943463,830,0,0,0
487700,42.2700832493849,-5.31784591575412,830,0,0,0
487800,42.2700922176193,-5.31784695622589,830,0,0,0
487900,42.2701011842903,-5.31784802084579,830,0,0,0
488000,42.2701101493619,-5.31784910960958,830,0,0,0
488100,42.2701191127982,-5.3178502225129,830,0,0,0
488200,42.2701280745635,-5.31785135955132,830,0,0,0
488300,42.2701370346218,-5.31785252072029,830,0,0,0
488400,42.2701459929374,-5.31785370601519,830,0,0,0
488500,42.2701549494744,-5.31785491543128,830,0,0,0
488600,42.2701639041969,-5.31785614896374,830,0,0,0
488700,42.2701728570692,-5.31785740660763,830,0,0,0
488800,42.2701818080554,-5.31785868835795,830,0,0,0
488900,42.2701907571197,-5.31785999420957,830,0,0,0
489000,42.2701997042263,-5.31786132415728,830,0,0,0
489100,42.2702086493396,-5.31786267819577,830,0,0,0
489200,42.2702175924235,-5.31786405631963,830,0,0,0
489300,42.2702265334425,-5.31786545852337,830,0,0,0
489400,42.2702354723606,-5.31786688480138,830,0,0,0
489500,42.2702444091423,-5.31786833514797,830,0,0,0
489600,42.2702533437516,-5.31786980955734,830,0,0,0
489700,42.2702622761529,-5.31787130802362,830,0,0,0
489800,42.2702712063105,-5.31787283054081,830,0,0,0
489900,42.2702801341886,-5.31787437710283,830,0,0,0
490000,42.2702890597515,-5.31787594770352,830,0,0,0
490100,42.2702979829636,-5.31787754233659,830,0,0,0
490200,42.270306903789,-5.31787916099568,830,0,0,0
490300,42.2703158221922,-5.31788080367432,830,0,0,0
490400,42.2703247381374,-5.31788247036595,830,0,0,0
490500,42.270333651589,-5.31788416106393,830,0,0,0
490600,42.2703425625114,-5.31788587576148,830,0,0,0
490700,42.2703514708689,-5.31788761445177,830,0,0,0
490800,42.2703603766258,-5.31788937712785,830,0,0,0
490900,42.2703692797465,-5.31789116378267,830,0,0,0
491000,42.2703781801955,-5.31789297440911,830,0,0,0
491100,42.2703870779371,-5.31789480899993,830,0,0,0
491200,42.2703959729357,-5.3178966675478,830,0,0,0
491300,42.2704048651557,-5.3178985500453,830,0,0,0
491400,42.2704137545617,-5.3179004564849,830,0,0,0
491500,42.2704226411179,-5.31790238685899,830,0,0,0
491600,42.2704315247889,-5.31790434115986,830,0,0,0
491700,42.2704404055392,-5.31790631937971,830,0,0,0
491800,42.2704492833332,-5.31790832151062,830,0,0,0
491900,42.2704581581353,-5.3179103475446,830,0,0,0
492000,42.2704670299102,-5.31791239747355,830,0,0,0
492100,42.2704758986222,-5.31791447128929,830,0,0,0
492200,42.270484764236,-5.31791656898353,830,0,0,0
492300,42.2704936267161,-5.31791869054789,830,0,0,0
492400,42.270502486027,-5.3179208359739,830,0,0,0
492500,42.2705113421332,-5.31792300525297,830,0,0,0
492600,42.2705201949994,-5.31792519837644,830,0,0,0
492700,42.2705290445902,-5.31792741533556,830,0,0,0
492800,42.2705378908701,-5.31792965612145,830,0,0,0
492900,42.2705467338037,-5.31793192072518,830,0,0,0
493000,42.2705555733557,-5.31793420913768,830,0,0,0
493100,42.2705644094908,-5.31793652134982,830,0,0,0
493200,42.2705732421735,-5.31793885735235,830,0,0,0
493300,42.2705820713685,-5.31794121713595,830,0,0,0
493400,42.2705908970406,-5.31794360069118,830,0,0,0
493500,42.2705997191544,-5.31794600800852,830,0,0,0
493600,42.2706085376746,-5.31794843907834,830,0,0,0
493700,42.270617352566,-5.31795089389094,830,0,0,0
493800,42.2706261637933,-5.3179533724365,830,0,0,0
493900,42.2706349713212,-5.31795587470511,830,0,0,0
494000,42.2706437751145,-5.31795840068679,830,0,0,0
494100,42.2706525751381,-5.31796095037143,830,0,0,0
494200,42.2706613713566,-5.31796352374885,830,0,0,0
494300,42.2706701637349,-5.31796612080875,830,0,0,0
494400,42.2706789522379,-5.31796874154077,830,0,0,0
494500,42.2706877368303,-5.31797138593443,830,0,0,0
494600,42.2706965174771,-5.31797405397915,830,0,0,0
494700,42.2707052941432,-5.31797674566429,830,0,0,0
494800,42.2707140667933,-5.31797946097907,830,0,0,0
494900,42.2707228353924,-5.31798219991266,830,0,0,0
495000,42.2707315999056,-5.31798496245409,830,0,0,0
495100,42.2707403602975,-5.31798774859234,830,0,0,0
495200,42.2707491165333,-5.31799055831626,830,0,0,0
495300,42.270757868578,-5.31799339161463,830,0,0,0
495400,42.2707666163964,-5.31799624847612,830,0,0,0
495500,42.2707753599537,-5.31799912888931,830,0,0,0
495600,42.2707840992147,-5.31800203284269,830,0,0,0
495700,42.2707928341447,-5.31800496032466,830,0,0,0
495800,42.2708015647086,-5.31800791132351,830,0,0,0
495900,42.2708102908715,-5.31801088582745,830,0,0,0
496000,42.2708190125985,-5.31801388382459,830,0,0,0
496100,42.2708277298547,-5.31801690530295,830,0,0,0
496200,42.2708364426052,-5.31801995025045,830,0,0,0
496300,42.2708451508153,-5.31802301865492,830,0,0,0
496400,42.27085385445,-5.3180261105041,830,0,0,0
496500,42.2708625534745,-5.31802922578562,830,0,0,0
496600,42.2708712478541,-5.31803236448704,830,0,0,0
496700,42.270879937554,-5.3180355265958,830,0,0,0
496800,42.2708886225393,-5.31803871209927,830,0,0,0
496900,42.2708973027754,-5.31804192098472,830,0,0,0
497000,42.2709059782276,-5.31804515323932,830,0,0,0
497100,42.2709146488611,-5.31804840885015,830,0,0,0
497200,42.2709233146412,-5.31805168780419,830,0,0,0
497300,42.2709319755333,-5.31805499008834,830,0,0,0
497400,42.2709406315028,-5.3180583156894,830,0,0,0
497500,42.270949282515,-5.31806166459408,830,0,0,0
497600,42.2709579285353,-5.31806503678898,830,0,0,0
497700,42.2709665695291,-5.31806843226064,830,0,0,0
497800,42.2709752054618,-5.31807185099546,830,0,0,0
497900,42.270983836299,-5.3180752929798,830,0,0,0
498000,42.270992462006,-5.31807875819988,830,0,0,0
498100,42.2710010825484,-5.31808224664186,830,0,0,0
498200,42.2710096978917,-5.3180857582918,830,0,0,0
498300,42.2710183080015,-5.31808929313565,830,0,0,0
498400,42.2710269128432,-5.31809285115927,830,0,0,0
498500,42.2710355123825,-5.31809643234846,830,0,0,0
498600,42.271044106585,-5.3181000366889,830,0,0,0
498700,42.2710526954162,-5.31810366416616,830,0,0,0
498800,42.2710612788419,-5.31810731476576,830,0,0,0
498900,42.2710698568277,-5.3181109884731,830,0,0,0
499000,42.2710784293393,-5.31811468527348,830,0,0,0
499100,42.2710869963423,-5.31811840515215,830,0,0,0
499200,42.2710955578026,-5.31812214809421,830,0,0,0
499300,42.2711041136858,-5.31812591408472,830,0,0,0
499400,42.2711126639578,-5.31812970310861,830,0,0,0
499500,42.2711212085843,-5.31813351515074,830,0,0,0
499600,42.2711297475311,-5.31813735019587,830,0,0,0
499700,42.2711382807642,-5.31814120822865,830,0,0,0
499800,42.2711468082493,-5.31814508923368,830,0,0,0
499900,42.2711553299524,-5.31814899319543,830,0,0,0
500000,42.2711638458394,-5.31815292009829,830,0,0,0
500100,42.2711723558762,-5.31815686992658,830,0,0,0
500200,42.2711808600287,-5.31816084266449,830,0,0,0
500300,42.2711893582629,-5.31816483829615,830,0,0,0
500400,42.2711978505449,-5.31816885680557,830,0,0,0
500500,42.2712063368406,-5.3181728981767,830,0,0,0
500600,42.2712148171162,-5.31817696239338,830,0,0,0
500700,42.2712232913377,-5.31818104943935,830,0,0,0
500800,42.2712317594712,-5.31818515929828,830,0,0,0
500900,42.2712402214828,-5.31818929195373,830,0,0,0
501000,42.2712486773387,-5.31819344738919,830,0,0,0
501100,42.271257127005,-5.31819762558803,830,0,0,0
501200,42.271265570448,-5.31820182653356,830,0,0,0
501300,42.2712740076339,-5.31820605020898,830,0,0,0
501400,42.2712824385289,-5.3182102965974,830,0,0,0
501500,42.2712908630992,-5.31821456568185,830,0,0,0
501600,42.2712992813113,-5.31821885744525,830,0,0,0
501700,42.2713076931314,-5.31822317187044,830,0,0,0
501800,42.2713160985258,-5.31822750894018,830,0,0,0
501900,42.271324497461,-5.31823186863713,830,0,0,0
502000,42.2713328899034,-5.31823625094385,830,0,0,0
502100,42.2713412758193,-5.31824065584282,830,0,0,0
502200,42.2713496551753,-5.31824508331643,830,0,0,0
502300,42.2713580279377,-5.31824953334698,830,0,0,0
502400,42.2713663940732,-5.31825400591667,830,0,0,0
502500,42.2713747535482,-5.31825850100762,830,0,0,0
502600,42.2713831063293,-5.31826301860187,830,0,0,0
502700,42.2713914523831,-5.31826755868134,830,0,0,0
502800,42.2713997916762,-5.31827212122788,830,0,0,0
502900,42.2714081241752,-5.31827670622326,830,0,0,0
503000,42.2714164498469,-5.31828131364914,830,0,0,0
503100,42.2714247686579,-5.31828594348709,830,0,0,0
503200,42.2714330805749,-5.31829059571861,830,0,0,0
503300,42.2714413855647,-5.31829527032509,830,0,0,0
503400,42.271449683594,-5.31829996728784,830,0,0,0
503500,42.2714579746297,-5.31830468658808,830,0,0,0
503600,42.2714662586386,-5.31830942820694,830,0,0,0
503700,42.2714745355876,-5.31831419212547,830,0,0,0
503800,42.2714828054435,-5.31831897832461,830,0,0,0
503900,42.2714910681733,-5.31832378678523,830,0,0,0
504000,42.2714993237439,-5.3183286174881,830,0,0,0
504100,42.2715075721222,-5.3183334704139,830,0,0,0
504200,42.2715158132754,-5.31833834554323,830,0,0,0
504300,42.2715240471704,-5.31834324285659,830,0,0,0
504400,42.2715322737742,-5.3183481623344,830,0,0,0
504500,42.2715404930541,-5.318353103957,830,0,0,0
504600,42.271548704977,-5.31835806770462,830,0,0,0
504700,42.2715569095102,-5.31836305355741,830,0,0,0
504800,42.2715651066208,-5.31836806149545,830,0,0,0
504900,42.271573296276,-5.31837309149869,830,0,0,0
505000,42.2715814784431,-5.31837814354703,830,0,0,0
505100,42.2715896530893,-5.31838321762027,830,0,0,0
505200,42.271597820182,-5.31838831369812,830,0,0,0
505300,42.2716059796884,-5.3183934317602,830,0,0,0
505400,42.271614131576,-5.31839857178604,830,0,0,0
505500,42.2716222758121,-5.31840373375509,830,0,0,0
505600,42.2716304123641,-5.31840891764671,830,0,0,0
505700,42.2716385411994,-5.31841412344018,830,0,0,0
505800,42.2716466622857,-5.31841935111467,830,0,0,0
505900,42.2716547755903,-5.31842460064928,830,0,0,0
506000,42.2716628810809,-5.31842987202301,830,0,0,0
506100,42.2716709787249,-5.3184351652148,830,0,0,0
506200,42.2716790684901,-5.31844048020347,830,0,0,0
506300,42.271687150344,-5.31844581696777,830,0,0,0
506400,42.2716952242543,-5.31845117548636,830,0,0,0
506500,42.2717032901888,-5.31845655573782,830,0,0,0
506600,42.271711348115,-5.31846195770062,830,0,0,0
506700,42.2717193980009,-5.31846738135317,830,0,0,0
506800,42.2717274398142,-5.31847282667377,830,0,0,0
506900,42.2717354735228,-5.31847829364066,830,0,0,0
507000,42.2717434990944,-5.31848378223196,830,0,0,0
507100,42.2717515164971,-5.31848929242573,830,0,0,0
507200,42.2717595256986,-5.31849482419995,830,0,0,0
507300,42.2717675266671,-5.31850037753248,830,0,0,0
507400,42.2717755193704,-5.31850595240111,830,0,0,0
507500,42.2717835037766,-5.31851154878357,830,0,0,0
507600,42.2717914798538,-5.31851716665746,830,0,0,0
507700,42.2717994475701,-5.31852280600032,830,0,0,0
507800,42.2718074068935,-5.3185284667896,830,0,0,0
507900,42.2718153577922,-5.31853414900265,830,0,0,0
508000,42.2718233002345,-5.31853985261676,830,0,0,0
508100,42.2718312341886,-5.31854557760912,830,0,0,0
508200,42.2718391596226,-5.31855132395683,830,0,0,0
508300,42.271847076505,-5.31855709163693,830,0,0,0
508400,42.2718549848041,-5.31856288062633,830,0,0,0
508500,42.2718628844882,-5.31856869090189,830,0,0,0
508600,42.2718707755256,-5.31857452244038,830,0,0,0
508700,42.2718786578849,-5.31858037521847,830,0,0,0
508800,42.2718865315345,-5.31858624921276,830,0,0,0
508900,42.2718943964429,-5.31859214439976,830,0,0,0
509000,42.2719022525787,-5.31859806075589,830,0,0,0
509100,42.2719100999103,-5.31860399825749,830,0,0,0
509200,42.2719179384065,-5.31860995688082,830,0,0,0
509300,42.2719257680359,-5.31861593660205,830,0,0,0
509400,42.2719335887672,-5.31862193739726,830,0,0,0
509500,42.2719414005689,-5.31862795924247,830,0,0,0
509600,42.27194920341,-5.31863400211357,830,0,0,0
509700,42.2719569972592,-5.31864006598642,830,0,0,0
509800,42.2719647820853,-5.31864615083675,830,0,0,0
509900,42.2719725578572,-5.31865225664025,830,0,0,0
510000,42.2719803245438,-5.31865838337247,830,0,0,0
510100,42.2719880821139,-5.31866453100893,830,0,0,0
510200,42.2719958305367,-5.31867069952504,830,0,0,0
510300,42.2720035697809,-5.31867688889612,830,0,0,0
510400,42.2720112998158,-5.31868309909743,830,0,0,0
510500,42.2720190206104,-5.31868933010414,830,0,0,0
510600,42.2720267321338,-5.31869558189131,830,0,0,0
510700,42.2720344343551,-5.31870185443396,830,0,0,0
510800,42.2720421272435,-5.318708147707,830,0,0,0
510900,42.2720498107684,-5.31871446168525,830,0,0,0
511000,42.2720574848988,-5.31872079634346,830,0,0,0
511100,42.2720651496042,-5.31872715165631,830,0,0,0
511200,42.2720728048538,-5.31873352759837,830,0,0,0
511300,42.2720804506171,-5.31873992414415,830,0,0,0
511400,42.2720880868634,-5.31874634126806,830,0,0,0
511500,42.2720957135622,-5.31875277894444,830,0,0,0
511600,42.272103330683,-5.31875923714754,830,0,0,0
511700,42.2721109381953,-5.31876571585154,830,0,0,0
511800,42.2721185360687,-5.31877221503052,830,0,0,0
511900,42.2721261242728,-5.3187787346585,830,0,0,0
512000,42.2721337027773,-5.31878527470939,830,0,0,0
512100,42.2721412715517,-5.31879183515704,830,0,0,0
512200,42.2721488305659,-5.31879841597523,830,0,0,0
512300,42.2721563797896,-5.31880501713762,830,0,0,0
512400,42.2721639191926,-5.31881163861781,830,0,0,0
512500,42.2721714487448,-5.31881828038933,830,0,0,0
512600,42.2721789684159,-5.31882494242561,830,0,0,0
512700,42.272186478176,-5.3188316247,830,0,0,0
512800,42.272193977995,-5.31883832718579,830,0,0,0
512900,42.2722014678429,-5.31884504985616,830,0,0,0
513000,42.2722089476897,-5.31885179268424,830,0,0,0
513100,42.2722164175055,-5.31885855564304,830,0,0,0
513200,42.2722238772604,-5.31886533870553,830,0,0,0
513300,42.2722313269246,-5.31887214184458,830,0,0,0
513400,42.2722387664683,-5.31887896503298,830,0,0,0
513500,42.2722461958617,-5.31888580824343,830,0,0,0
513600,42.2722536150751,-5.31889267144857,830,0,0,0
513700,42.2722610240788,-5.31889955462096,830,0,0,0
513800,42.2722684228431,-5.31890645773305,830,0,0,0
513900,42.2722758113386,-5.31891338075725,830,0,0,0
514000,42.2722831895355,-5.31892032366585,830,0,0,0
514100,42.2722905574045,-5.31892728643111,830,0,0,0
514200,42.272297914916,-5.31893426902516,830,0,0,0
514300,42.2723052620406,-5.31894127142007,830,0,0,0
514400,42.2723125987489,-5.31894829358786,830,0,0,0
514500,42.2723199250115,-5.31895533550042,830,0,0,0
514600,42.2723272407992,-5.3189623971296,830,0,0,0
514700,42.2723345460826,-5.31896947844715,830,0,0,0
514800,42.2723418408326,-5.31897657942474,830,0,0,0
514900,42.27234912502,-5.31898370003399,830,0,0,0
515000,42.2723563986156,-5.31899084024642,830,0,0,0
515100,42.2723636615903,-5.31899800003346,830,0,0,0
515200,42.2723709139151,-5.31900517936647,830,0,0,0
515300,42.2723781555609,-5.31901237821675,830,0,0,0
515400,42.2723853864989,-5.31901959655549,830,0,0,0
515500,42.2723926067,-5.31902683435384,830,0,0,0
515600,42.2723998161354,-5.31903409158284,830,0,0,0
515700,42.2724070147762,-5.31904136821346,830,0,0,0
515800,42.2724142025937,-5.3190486642166,830,0,0,0
515900,42.272421379559,-5.31905597956309,830,0,0,0
516000,42.2724285456435,-5.31906331422365,830,0,0,0
516100,42.2724357008185,-5.31907066816896,830,0,0,0
516200,42.2724428450554,-5.31907804136961,830,0,0,0
516300,42.2724499783256,-5.3190854337961,830,0,0,0
516400,42.2724571006006,-5.31909284541886,830,0,0,0
516500,42.2724642118518,-5.31910027620826,830,0,0,0
516600,42.2724713120509,-5.31910772613456,830,0,0,0
516700,42.2724784011694,-5.31911519516798,830,0,0,0
516800,42.2724854791789,-5.31912268327865,830,0,0,0
516900,42.2724925460511,-5.31913019043661,830,0,0,0
517000,42.2724996017579,-5.31913771661183,830,0,0,0
517100,42.2725066462709,-5.31914526177422,830,0,0,0
517200,42.2725136795619,-5.31915282589358,830,0,0,0
517300,42.2725207016029,-5.31916040893968,830,0,0,0
517400,42.2725277123657,-5.31916801088217,830,0,0,0
517500,42.2725347118223,-5.31917563169066,830,0,0,0
517600,42.2725416999446,-5.31918327133467,830,0,0,0
517700,42.2725486767048,-5.31919092978363,830,0,0,0
517800,42.2725556420749,-5.31919860700692,830,0,0,0
517900,42.2725625960271,-5.31920630297383,830,0,0,0
518000,42.2725695385335,-5.31921401765357,830,0,0,0
518100,42.2725764695664,-5.31922175101529,830,0,0,0
518200,42.272583389098,-5.31922950302806,830,0,0,0
518300,42.2725902971006,-5.31923727366087,830,0,0,0
518400,42.2725971935467,-5.31924506288265,830,0,0,0
518500,42.2726040784085,-5.31925287066224,830,0,0,0
518600,42.2726109516587,-5.3192606969684,830,0,0,0
518700,42.2726178132697,-5.31926854176983,830,0,0,0
518800,42.2726246632139,-5.31927640503515,830,0,0,0
518900,42.2726315014641,-5.31928428673292,830,0,0,0
519000,42.2726383279929,-5.31929218683161,830,0,0,0
519100,42.272645142773,-5.31930010529962,830,0,0,0
519200,42.272651945777,-5.31930804210528,830,0,0,0
519300,42.2726587369778,-5.31931599721684,830,0,0,0
519400,42.2726655163483,-5.3193239706025,830,0,0,0
519500,42.2726722838612,-5.31933196223034,830,0,0,0
519600,42.2726790394896,-5.3193399720684,830,0,0,0
519700,42.2726857832063,-5.31934800008466,830,0,0,0
519800,42.2726925149845,-5.31935604624699,830,0,0,0
519900,42.2726992347972,-5.31936411052321,830,0,0,0
520000,42.2727059426175,-5.31937219288107,830,0,0,0
520100,42.2727126384185,-5.31938029328824,830,0,0,0
520200,42.2727193221735,-5.31938841171232,830,0,0,0
520300,42.2727259938557,-5.31939654812083,830,0,0,0
520400,42.2727326534385,-5.31940470248124,830,0,0,0
520500,42.2727393008953,-5.31941287476092,830,0,0,0
520600,42.2727459361993,-5.31942106492718,830,0,0,0
520700,42.2727525593241,-5.31942927294728,830,0,0,0
520800,42.2727591702432,-5.31943749878838,830,0,0,0
520900,42.2727657689301,-5.31944574241757,830,0,0,0
521000,42.2727723553584,-5.31945400380188,830,0,0,0
521100,42.2727789295018,-5.31946228290827,830,0,0,0
521200,42.272785491334,-5.31947057970362,830,0,0,0
521300,42.2727920408287,-5.31947889415474,830,0,0,0
